,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-09 00:00:00+00:00,1.1390818357467651,1.1390818357467651,1.1362345218658447,1.1362345218658447,0,0,0
2020-03-09 01:00:00+00:00,1.1363636255264282,1.1485011577606201,1.1359764337539673,1.1439030170440674,0,0,0
2020-03-09 02:00:00+00:00,1.1432491540908813,1.1460003852844238,1.1393414735794067,1.1398608684539795,0,0,0
2020-03-09 03:00:00+00:00,1.140380859375,1.1428571939468384,1.1375269889831543,1.1418131589889526,0,0,0
2020-03-09 04:00:00+00:00,1.1419435739517212,1.1424654722213745,1.1402509212493896,1.1406410932540894,0,0,0
2020-03-09 05:00:00+00:00,1.1406410932540894,1.1425960063934326,1.1388224363327026,1.1388224363327026,0,0,0
2020-03-09 06:00:00+00:00,1.1390818357467651,1.141422152519226,1.1390818357467651,1.140380859375,0,0,0
2020-03-09 07:00:00+00:00,1.1409013271331787,1.1478420495986938,1.1409013271331787,1.1439030170440674,0,0,0
2020-03-09 08:00:00+00:00,1.1439030170440674,1.1440337896347046,1.1397310495376587,1.1409013271331787,0,0,0
2020-03-09 09:00:00+00:00,1.1407711505889893,1.1407711505889893,1.1371389627456665,1.1398608684539795,0,0,0
2020-03-09 10:00:00+00:00,1.1397310495376587,1.1439030170440674,1.1397310495376587,1.1427265405654907,0,0,0
2020-03-09 11:00:00+00:00,1.1428571939468384,1.142987847328186,1.141422152519226,1.1428571939468384,0,0,0
2020-03-09 12:00:00+00:00,1.1431183815002441,1.144164800643921,1.1409013271331787,1.1436413526535034,0,0,0
2020-03-09 13:00:00+00:00,1.1436413526535034,1.1487650871276855,1.1393414735794067,1.140380859375,0,0,0
2020-03-09 14:00:00+00:00,1.1416828632354736,1.144819736480713,1.1410315036773682,1.1436413526535034,0,0,0
2020-03-09 15:00:00+00:00,1.1439030170440674,1.144819736480713,1.1416828632354736,1.1420739889144897,0,0,0
2020-03-09 16:00:00+00:00,1.1420739889144897,1.1475785970687866,1.1418131589889526,1.1471836566925049,0,0,0
2020-03-09 17:00:00+00:00,1.147446870803833,1.1481056213378906,1.144819736480713,1.1471836566925049,0,0,0
2020-03-09 18:00:00+00:00,1.1470520496368408,1.1475785970687866,1.1432491540908813,1.1458691358566284,0,0,0
2020-03-09 19:00:00+00:00,1.1462632417678833,1.1469204425811768,1.144164800643921,1.1453442573547363,0,0,0
2020-03-09 20:00:00+00:00,1.1454753875732422,1.1467890739440918,1.144164800643921,1.1445575952529907,0,0,0
2020-03-09 21:00:00+00:00,1.145213007926941,1.1470520496368408,1.1410315036773682,1.1458691358566284,0,0,0
2020-03-09 22:00:00+00:00,1.144426703453064,1.1462632417678833,1.144164800643921,1.1442956924438477,0,0,0
2020-03-09 23:00:00+00:00,1.144164800643921,1.144164800643921,1.1399909257888794,1.1399909257888794,0,0,0
2020-03-10 00:00:00+00:00,1.1399909257888794,1.1425960063934326,1.1383039951324463,1.1389521360397339,0,0,0
2020-03-10 01:00:00+00:00,1.1388224363327026,1.1416828632354736,1.1381744146347046,1.1411616802215576,0,0,0
2020-03-10 02:00:00+00:00,1.1410315036773682,1.1415525674819946,1.1401208639144897,1.1411616802215576,0,0,0
