,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-11 03:00:00+00:00,177.89080810546875,178.47518920898438,177.65037536621094,178.4714813232422,0,0,0
2020-03-11 04:00:00+00:00,178.47865295410156,178.61392211914062,177.94583129882812,178.02415466308594,0,0,0
2020-03-11 05:00:00+00:00,177.9227294921875,177.92884826660156,176.28219604492188,176.38748168945312,0,0,0
2020-03-11 06:00:00+00:00,176.44692993164062,177.07421875,175.67752075195312,175.67752075195312,0,0,0
2020-03-11 07:00:00+00:00,175.63392639160156,176.3173828125,175.38015747070312,176.20608520507812,0,0,0
2020-03-11 08:00:00+00:00,176.303955078125,177.45298767089844,176.12484741210938,176.36886596679688,64078848,0,0
2020-03-11 09:00:00+00:00,176.34689331054688,176.34689331054688,175.01632690429688,175.31826782226562,0,0,0
2020-03-11 10:00:00+00:00,175.31472778320312,175.31472778320312,173.2932891845703,173.9226531982422,0,0,0
2020-03-11 11:00:00+00:00,173.96791076660156,175.13133239746094,173.3494110107422,174.50003051757812,0,0,0
2020-03-11 12:00:00+00:00,174.4450225830078,174.47357177734375,173.80880737304688,174.2031707763672,0,0,0
2020-03-11 13:00:00+00:00,174.28216552734375,175.44097900390625,174.2215576171875,174.4353485107422,0,0,0
2020-03-11 14:00:00+00:00,174.3894805908203,174.92745971679688,172.53884887695312,172.72061157226562,0,0,0
2020-03-11 15:00:00+00:00,172.9320831298828,173.50534057617188,171.00563049316406,171.1920166015625,0,0,0
2020-03-11 16:00:00+00:00,171.27838134765625,172.63804626464844,171.0536651611328,171.57818603515625,0,0,0
2020-03-11 17:00:00+00:00,171.63674926757812,171.63674926757812,164.51333618164062,164.51333618164062,84422656,0,0
2020-03-11 18:00:00+00:00,164.63743591308594,168.19384765625,163.40884399414062,168.19384765625,541431808,0,0
2020-03-11 19:00:00+00:00,168.23440551757812,169.72616577148438,167.3768768310547,169.36634826660156,341012480,0,0
2020-03-11 20:00:00+00:00,169.14028930664062,171.1556854248047,169.14028930664062,171.1556854248047,126860288,0,0
2020-03-11 21:00:00+00:00,171.40562438964844,172.0460205078125,169.48289489746094,169.48289489746094,0,0,0
2020-03-11 22:00:00+00:00,169.619384765625,172.51637268066406,168.63916015625,172.51637268066406,304136192,0,0
2020-03-11 23:00:00+00:00,172.5288848876953,173.24038696289062,171.86068725585938,173.0303955078125,35415040,0,0
2020-03-12 00:00:00+00:00,172.95846557617188,173.18228149414062,171.2279052734375,171.88424682617188,45465600,0,0
2020-03-12 01:00:00+00:00,171.88424682617188,171.92080688476562,165.6243896484375,165.6243896484375,0,0,0
2020-03-12 02:00:00+00:00,165.6787567138672,166.12356567382812,164.23211669921875,164.3451690673828,0,0,0
2020-03-12 03:00:00+00:00,164.40109252929688,164.54293823242188,162.767822265625,162.9625701904297,853242880,0,0
2020-03-12 04:00:00+00:00,162.93748474121094,162.93748474121094,161.7025146484375,162.18641662597656,365113344,0,0
2020-03-12 05:00:00+00:00,162.2843017578125,162.2843017578125,161.4323272705078,161.98233032226562,0,0,0
2020-03-12 06:00:00+00:00,161.91162109375,161.91969299316406,156.08090209960938,156.37521362304688,321861632,0,0
2020-03-12 07:00:00+00:00,156.29286193847656,156.29286193847656,154.39663696289062,155.25450134277344,481847296,0,0
2020-03-12 08:00:00+00:00,155.21971130371094,155.21971130371094,150.890625,152.16876220703125,4484096,0,0
2020-03-12 09:00:00+00:00,152.15142822265625,152.15142822265625,150.6239776611328,151.1002960205078,80322560,0,0
2020-03-12 10:00:00+00:00,150.83465576171875,151.19403076171875,124.72732543945312,124.72732543945312,0,0,0
2020-03-12 11:00:00+00:00,124.84339141845703,126.63543701171875,120.00761413574219,120.2894058227539,938578944,0,0
2020-03-12 12:00:00+00:00,120.4387435913086,125.8508529663086,120.18594360351562,122.17362976074219,1132075008,0,0
2020-03-12 13:00:00+00:00,122.97496032714844,123.57759857177734,116.3572769165039,118.70050811767578,579940352,0,0
2020-03-12 14:00:00+00:00,119.30989837646484,126.98235321044922,119.30989837646484,125.9598388671875,1589567488,0,0
2020-03-12 15:00:00+00:00,126.0916519165039,127.58062744140625,124.73700714111328,127.52080535888672,415123456,0,0
2020-03-12 16:00:00+00:00,127.7789306640625,128.22364807128906,123.79840850830078,123.8336410522461,0,0,0
2020-03-12 17:00:00+00:00,124.55667114257812,128.7686004638672,124.53395080566406,127.2105941772461,462450688,0,0
2020-03-12 18:00:00+00:00,127.16838836669922,127.49270629882812,124.04973602294922,124.04973602294922,0,0,0
2020-03-12 19:00:00+00:00,123.9454574584961,124.54571533203125,123.2899398803711,123.901123046875,135651328,0,0
2020-03-12 20:00:00+00:00,124.11038208007812,124.21659088134766,114.44804382324219,116.41770935058594,0,0,0
2020-03-12 21:00:00+00:00,116.41770935058594,117.00849914550781,113.80875396728516,116.38780212402344,292251648,0,0
2020-03-12 22:00:00+00:00,116.5570068359375,119.08345794677734,114.4495849609375,114.4495849609375,131346432,0,0
2020-03-12 23:00:00+00:00,114.74771881103516,114.74771881103516,99.42582702636719,100.44630432128906,0,0,0
2020-03-13 00:00:00+00:00,100.73210144042969,104.21717071533203,97.87113189697266,98.96404266357422,503273472,0,0
2020-03-13 01:00:00+00:00,98.5526351928711,99.25541687011719,94.14806365966797,94.27734375,0,0,0
2020-03-13 02:00:00+00:00,93.38702392578125,103.5012435913086,85.11637115478516,102.80095672607422,2098841600,0,0
2020-03-13 03:00:00+00:00,101.90911102294922,119.36515808105469,101.90339660644531,111.68292236328125,2436976640,0,0
2020-03-13 04:00:00+00:00,112.03781127929688,112.03781127929688,100.36466217041016,100.83610534667969,0,0,0
2020-03-13 05:00:00+00:00,100.74152374267578,108.6417465209961,100.74152374267578,104.67542266845703,1221574656,0,0
2020-03-13 06:00:00+00:00,105.5118179321289,112.15501403808594,103.80230712890625,112.15501403808594,1152647168,0,0
2020-03-13 07:00:00+00:00,112.02401733398438,113.67993927001953,109.3109359741211,113.14434051513672,342382592,0,0
2020-03-13 08:00:00+00:00,113.58639526367188,116.4053955078125,110.99714660644531,113.25106811523438,404510720,0,0
2020-03-13 09:00:00+00:00,113.43620300292969,119.76719665527344,113.39884948730469,119.46269989013672,1494796288,0,0
2020-03-13 10:00:00+00:00,118.65367126464844,119.52808380126953,116.358642578125,118.66627502441406,0,0,0
2020-03-13 11:00:00+00:00,118.40821075439453,118.41217803955078,113.90319061279297,115.70061492919922,0,0,0
2020-03-13 12:00:00+00:00,115.570068359375,118.80105590820312,113.92950439453125,117.7116470336914,0,0,0
2020-03-13 13:00:00+00:00,118.66401672363281,123.70513916015625,116.87801361083984,119.82987213134766,150462464,0,0
2020-03-13 14:00:00+00:00,120.29148864746094,122.45349884033203,116.40685272216797,116.40685272216797,0,0,0
2020-03-13 15:00:00+00:00,116.28695678710938,116.28695678710938,106.97759246826172,112.5643081665039,0,0,0
2020-03-13 16:00:00+00:00,112.34156799316406,116.48908996582031,110.38981628417969,112.77734375,295225344,0,0
2020-03-13 17:00:00+00:00,112.61323547363281,114.09539794921875,111.58467102050781,112.82439422607422,0,0,0
2020-03-13 18:00:00+00:00,112.64866638183594,112.64866638183594,106.52904510498047,108.14567565917969,0,0,0
2020-03-13 19:00:00+00:00,107.94060516357422,115.91185760498047,107.94060516357422,115.3629379272461,1600415744,0,0
2020-03-13 20:00:00+00:00,115.58570098876953,117.0900650024414,114.88501739501953,115.3328857421875,0,0,0
2020-03-13 21:00:00+00:00,115.15992736816406,118.66584777832031,115.15992736816406,116.85681915283203,56954880,0,0
2020-03-13 22:00:00+00:00,116.72232055664062,119.80220794677734,116.68962860107422,119.80220794677734,217753600,0,0
2020-03-13 23:00:00+00:00,119.87369537353516,122.738525390625,118.48478698730469,119.55461883544922,0,0,0
2020-03-14 00:00:00+00:00,120.23951721191406,120.6733627319336,118.75016784667969,119.52953338623047,0,0,0
2020-03-14 01:00:00+00:00,119.502197265625,120.0223388671875,117.09725189208984,120.0223388671875,1761267712,0,0
2020-03-14 02:00:00+00:00,119.88414764404297,119.88414764404297,117.74903869628906,119.46121215820312,0,0,0
2020-03-14 03:00:00+00:00,119.25591278076172,120.6733627319336,119.05931091308594,120.58804321289062,928174080,0,0
2020-03-14 04:00:00+00:00,120.51854705810547,120.51854705810547,118.7820053100586,118.92691802978516,0,0,0
2020-03-14 05:00:00+00:00,118.90371704101562,119.29425811767578,117.65528106689453,117.93021392822266,0,0,0
2020-03-14 06:00:00+00:00,117.75895690917969,118.21837615966797,117.67894744873047,117.89590454101562,0,0,0
2020-03-14 07:00:00+00:00,117.81388854980469,118.3195571899414,117.60108947753906,118.29898834228516,0,0,0
2020-03-14 08:00:00+00:00,118.43438720703125,118.43438720703125,114.33940124511719,115.72264099121094,0,0,0
2020-03-14 09:00:00+00:00,115.77638244628906,115.77638244628906,113.60082244873047,113.60082244873047,0,0,0
2020-03-14 10:00:00+00:00,113.68292236328125,115.74681854248047,113.39398193359375,115.73731994628906,0,0,0
2020-03-14 11:00:00+00:00,115.5732192993164,117.18697357177734,115.5732192993164,116.64903259277344,0,0,0
2020-03-14 12:00:00+00:00,116.5592269897461,116.5592269897461,114.68373107910156,115.83145141601562,0,0,0
2020-03-14 13:00:00+00:00,115.77906799316406,116.06990051269531,113.71773529052734,113.71773529052734,0,0,0
2020-03-14 14:00:00+00:00,113.9352798461914,115.05186462402344,113.7821044921875,114.62947845458984,0,0,0
2020-03-14 15:00:00+00:00,114.7161636352539,115.20663452148438,114.12158966064453,114.6071548461914,0,0,0
2020-03-14 16:00:00+00:00,114.50176239013672,116.64313507080078,114.23785400390625,115.59711456298828,0,0,0
2020-03-14 17:00:00+00:00,115.46330261230469,115.68346405029297,114.79429626464844,115.4647216796875,0,0,0
2020-03-14 18:00:00+00:00,115.49567413330078,116.96891784667969,115.4367904663086,116.46343994140625,0,0,0
2020-03-14 19:00:00+00:00,116.38363647460938,116.46759033203125,115.50569915771484,115.50569915771484,0,0,0
2020-03-14 20:00:00+00:00,115.26199340820312,115.34675598144531,114.31871795654297,115.0772933959961,0,0,0
2020-03-14 21:00:00+00:00,115.04488372802734,115.07380676269531,114.18299865722656,114.27680206298828,0,0,0
2020-03-14 22:00:00+00:00,114.29759979248047,114.4274673461914,111.84265899658203,112.96011352539062,0,0,0
2020-03-14 23:00:00+00:00,112.81082153320312,112.81082153320312,109.8429946899414,110.64299011230469,0,0,0
2020-03-15 00:00:00+00:00,110.55931091308594,111.38880920410156,109.49687957763672,111.15943145751953,0,0,0
2020-03-15 01:00:00+00:00,111.11123657226562,111.11123657226562,109.49373626708984,109.49373626708984,0,0,0
2020-03-15 02:00:00+00:00,109.5185775756836,110.58780670166016,109.45750427246094,109.7184829711914,0,0,0
2020-03-15 03:00:00+00:00,109.68610382080078,110.26676940917969,109.33976745605469,109.65691375732422,0,0,0
2020-03-15 04:00:00+00:00,109.61003875732422,110.91638946533203,109.61003875732422,110.70610809326172,37572608,0,0
2020-03-15 05:00:00+00:00,110.82953643798828,111.08418273925781,110.23191833496094,111.08418273925781,0,0,0
2020-03-15 06:00:00+00:00,111.06864929199219,111.92113494873047,110.98474884033203,111.8245620727539,89589760,0,0
2020-03-15 07:00:00+00:00,111.69471740722656,111.74169158935547,110.91053771972656,111.4599609375,0,0,0
2020-03-15 08:00:00+00:00,111.39253997802734,111.39253997802734,110.58186340332031,110.58186340332031,0,0,0
2020-03-15 09:00:00+00:00,110.54286193847656,110.71980285644531,110.3353271484375,110.6071548461914,0,0,0
2020-03-15 10:00:00+00:00,110.58258819580078,114.25313568115234,110.3882064819336,113.99749755859375,305058816,0,0
2020-03-15 11:00:00+00:00,114.00320434570312,114.12377166748047,113.4959945678711,114.00362396240234,0,0,0
2020-03-15 12:00:00+00:00,114.03888702392578,116.23686981201172,112.6411361694336,112.73008728027344,66205696,0,0
2020-03-15 13:00:00+00:00,112.67809295654297,113.50076293945312,112.67809295654297,112.94435119628906,0,0,0
2020-03-15 14:00:00+00:00,113.04842376708984,113.38977813720703,111.63375854492188,111.80976104736328,511136768,0,0
2020-03-15 15:00:00+00:00,111.79556274414062,112.81549835205078,111.77925109863281,112.01891326904297,0,0,0
2020-03-15 16:00:00+00:00,112.04383087158203,112.45497131347656,111.3695297241211,112.19703674316406,0,0,0
2020-03-15 17:00:00+00:00,112.15662384033203,112.50333404541016,111.70410919189453,111.70410919189453,0,0,0
2020-03-15 18:00:00+00:00,111.65158081054688,112.2059326171875,111.57278442382812,111.71369171142578,0,0,0
2020-03-15 19:00:00+00:00,111.7014389038086,112.52470397949219,111.6923599243164,112.4073257446289,50443264,0,0
2020-03-15 20:00:00+00:00,112.25468444824219,112.81794738769531,110.64399719238281,110.64399719238281,0,0,0
2020-03-15 21:00:00+00:00,110.48369598388672,117.61202239990234,110.16653442382812,117.61202239990234,999565312,0,0
2020-03-15 22:00:00+00:00,117.8863296508789,117.99436950683594,111.53397369384766,112.06969451904297,87996416,0,0
2020-03-15 23:00:00+00:00,111.87212371826172,112.88716125488281,111.76221466064453,112.26914978027344,0,0,0
2020-03-16 00:00:00+00:00,111.9715347290039,111.9715347290039,109.89253234863281,110.54784393310547,10578944,0,0
2020-03-16 01:00:00+00:00,110.53376770019531,111.77256774902344,110.37594604492188,111.74798583984375,83025920,0,0
2020-03-16 02:00:00+00:00,111.69493103027344,112.56106567382812,111.65939331054688,111.91986083984375,37173248,0,0
2020-03-16 03:00:00+00:00,112.01793670654297,112.04206848144531,110.48133087158203,110.60999298095703,0,0,0
2020-03-16 04:00:00+00:00,110.58216857910156,110.81285095214844,109.7795639038086,109.7795639038086,0,0,0
2020-03-16 05:00:00+00:00,109.75516510009766,110.47744750976562,106.36326599121094,106.45178985595703,0,0,0
2020-03-16 06:00:00+00:00,106.54130554199219,106.54130554199219,101.38323211669922,102.72648620605469,311012352,0,0
2020-03-16 07:00:00+00:00,102.6470947265625,102.6470947265625,98.15361022949219,98.47359466552734,282217472,0,0
2020-03-16 08:00:00+00:00,98.39025115966797,101.83976745605469,97.42993927001953,99.63663482666016,385209344,0,0
2020-03-16 09:00:00+00:00,99.74398040771484,101.73271179199219,98.27505493164062,98.27505493164062,127199232,0,0
2020-03-16 10:00:00+00:00,98.2272720336914,98.28884887695312,94.32405090332031,94.35055541992188,10496000,0,0
2020-03-16 11:00:00+00:00,94.18408203125,96.06929016113281,94.18408203125,95.57998657226562,330989568,0,0
2020-03-16 12:00:00+00:00,95.34581756591797,96.99943542480469,94.60635375976562,96.35284423828125,199477248,0,0
2020-03-16 13:00:00+00:00,96.70191192626953,99.51690673828125,95.54743194580078,98.7605972290039,756445184,0,0
2020-03-16 14:00:00+00:00,99.06067657470703,102.59342193603516,97.99988555908203,101.9282455444336,829286400,0,0
2020-03-16 15:00:00+00:00,102.13609313964844,102.3409194946289,101.32024383544922,101.99607849121094,205886464,0,0
2020-03-16 16:00:00+00:00,102.36663818359375,102.36663818359375,99.77561950683594,101.24694061279297,0,0,0
2020-03-16 17:00:00+00:00,101.29669952392578,102.26892852783203,99.61817932128906,101.56243133544922,226932736,0,0
2020-03-16 18:00:00+00:00,101.84980773925781,102.56905364990234,101.05115509033203,102.3399658203125,0,0,0
2020-03-16 19:00:00+00:00,102.46292877197266,103.02556610107422,100.27467346191406,100.32763671875,332726272,0,0
2020-03-16 20:00:00+00:00,100.21370697021484,100.7242431640625,99.40296173095703,99.48601531982422,0,0,0
2020-03-16 21:00:00+00:00,99.65473175048828,99.65473175048828,98.42914581298828,98.80457305908203,0,0,0
2020-03-16 22:00:00+00:00,98.83673858642578,99.38975524902344,97.5036849975586,97.61163330078125,0,0,0
2020-03-16 23:00:00+00:00,97.5820541381836,99.29705810546875,97.33756256103516,99.10540771484375,34428928,0,0
2020-03-17 00:00:00+00:00,99.341064453125,100.10494995117188,99.0284652709961,100.10494995117188,25797632,0,0
2020-03-17 01:00:00+00:00,100.14857482910156,104.99713897705078,100.14857482910156,103.05778503417969,666479616,0,0
2020-03-17 02:00:00+00:00,103.23080444335938,103.50751495361328,100.62161254882812,100.95487976074219,0,0,0
2020-03-17 03:00:00+00:00,100.80160522460938,101.70252227783203,100.24767303466797,101.70252227783203,162448384,0,0
2020-03-17 04:00:00+00:00,101.4083480834961,102.04676818847656,100.80232238769531,101.23576354980469,0,0,0
2020-03-17 05:00:00+00:00,101.13224029541016,102.52395629882812,101.13224029541016,101.93295288085938,0,0,0
2020-03-17 06:00:00+00:00,102.055419921875,102.99771118164062,101.843994140625,102.8250503540039,0,0,0
2020-03-17 07:00:00+00:00,103.00543975830078,106.86468505859375,102.89661407470703,106.50984191894531,80551936,0,0
2020-03-17 08:00:00+00:00,105.8569564819336,106.78380584716797,104.76061248779297,105.92296600341797,0,0,0
2020-03-17 09:00:00+00:00,106.05057525634766,106.23277282714844,103.88538360595703,104.29344940185547,0,0,0
2020-03-17 10:00:00+00:00,104.31575775146484,106.18013000488281,104.26710510253906,106.18013000488281,0,0,0
2020-03-17 11:00:00+00:00,106.17217254638672,106.676025390625,104.10563659667969,104.10563659667969,368865280,0,0
2020-03-17 12:00:00+00:00,103.91960144042969,107.22096252441406,103.56909942626953,106.13101196289062,0,0,0
2020-03-17 13:00:00+00:00,105.84185028076172,105.84185028076172,103.42852020263672,103.89607238769531,0,0,0
2020-03-17 14:00:00+00:00,103.80403137207031,105.72540283203125,103.6709213256836,105.50894927978516,0,0,0
2020-03-17 15:00:00+00:00,105.56053924560547,105.56053924560547,103.89344787597656,104.216796875,0,0,0
2020-03-17 16:00:00+00:00,104.37712860107422,105.31560516357422,104.20437622070312,104.81291198730469,38398976,0,0
2020-03-17 17:00:00+00:00,104.95296478271484,105.37862396240234,104.61524963378906,104.91377258300781,0,0,0
2020-03-17 18:00:00+00:00,105.03126525878906,105.50113677978516,104.26654815673828,104.80648040771484,0,0,0
2020-03-17 19:00:00+00:00,104.77526092529297,105.29949951171875,104.25106811523438,104.50001525878906,0,0,0
2020-03-17 20:00:00+00:00,104.98052215576172,105.51836395263672,104.24044036865234,104.60194396972656,0,0,0
2020-03-17 21:00:00+00:00,104.55018615722656,105.1020736694336,103.64353942871094,103.7645263671875,0,0,0
2020-03-17 22:00:00+00:00,103.6600112915039,104.087890625,103.16360473632812,103.48029327392578,0,0,0
2020-03-17 23:00:00+00:00,103.42801666259766,104.24121856689453,103.14209747314453,103.46138763427734,0,0,0
2020-03-18 00:00:00+00:00,102.97721862792969,104.3034896850586,102.97721862792969,103.78561401367188,9552896,0,0
2020-03-18 01:00:00+00:00,104.01405334472656,104.21027374267578,103.54109954833984,104.14917755126953,0,0,0
2020-03-18 02:00:00+00:00,104.35328674316406,104.35328674316406,103.53330993652344,104.0795669555664,0,0,0
2020-03-18 03:00:00+00:00,104.20664978027344,104.94125366210938,103.77257537841797,104.7717056274414,0,0,0
2020-03-18 04:00:00+00:00,104.67215728759766,104.92206573486328,104.21297454833984,104.90821838378906,0,0,0
2020-03-18 05:00:00+00:00,104.94010925292969,105.16593933105469,104.06967163085938,104.30818939208984,0,0,0
2020-03-18 06:00:00+00:00,104.0406265258789,104.25151062011719,103.23600006103516,103.53190612792969,14831616,0,0
2020-03-18 07:00:00+00:00,103.59373474121094,103.73739624023438,102.67698669433594,103.0301284790039,19134464,0,0
2020-03-18 08:00:00+00:00,103.09716796875,103.69340515136719,102.7502212524414,102.96212005615234,0,0,0
2020-03-18 09:00:00+00:00,102.97463989257812,103.87813568115234,102.73638916015625,102.73638916015625,0,0,0
2020-03-18 10:00:00+00:00,102.8338851928711,102.83506774902344,101.9331283569336,102.36641693115234,65232896,0,0
2020-03-18 11:00:00+00:00,102.32288360595703,103.36348724365234,102.26946258544922,103.12308502197266,93456384,0,0
2020-03-18 12:00:00+00:00,103.12431335449219,103.12431335449219,102.3966064453125,102.91920471191406,0,0,0
2020-03-18 13:00:00+00:00,103.0272445678711,103.99749755859375,102.2455062866211,103.72510528564453,195483648,0,0
2020-03-18 14:00:00+00:00,103.6662826538086,105.38599395751953,103.38343048095703,105.27861022949219,195471360,0,0
2020-03-18 15:00:00+00:00,105.20144653320312,105.31498718261719,104.17692565917969,105.15261840820312,0,0,0
2020-03-18 16:00:00+00:00,105.15261840820312,105.5263671875,103.57906341552734,104.73661804199219,18669568,0,0
2020-03-18 17:00:00+00:00,105.21300506591797,105.53909301757812,103.88664245605469,104.28778076171875,23877632,0,0
2020-03-18 18:00:00+00:00,104.47129821777344,104.60773468017578,103.57875061035156,104.0997314453125,0,0,0
2020-03-18 19:00:00+00:00,104.16995239257812,104.66455078125,103.98290252685547,104.47444915771484,69719040,0,0
2020-03-18 20:00:00+00:00,104.59565734863281,105.06534576416016,104.45984649658203,105.06534576416016,113319936,0,0
2020-03-18 21:00:00+00:00,105.20974731445312,106.02742004394531,104.27825164794922,104.52320098876953,0,0,0
2020-03-18 22:00:00+00:00,104.56393432617188,105.77012634277344,104.17452239990234,104.33602142333984,41502720,0,0
2020-03-18 23:00:00+00:00,104.37818145751953,104.69985961914062,103.87273406982422,104.69985961914062,72843264,0,0
