Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-09-17,359.54620361328125,361.468505859375,351.5868835449219,355.9573669433594,16389166,0,0
2014-09-18,355.5884094238281,355.5054016113281,319.7894592285156,328.53936767578125,26691849,0,0
2014-09-19,328.27850341796875,330.93670654296875,298.9210205078125,307.7611389160156,29560103,0,0
2014-09-20,307.6652526855469,329.9781799316406,303.9312438964844,318.75897216796875,28736826,0,0
2014-09-21,318.1205139160156,321.5045166015625,306.502197265625,310.6324462890625,20702625,0,0
2014-09-22,310.8497619628906,316.4691162109375,309.1708984375,312.9587707519531,18776342,0,0
2014-09-23,312.9120788574219,343.7043762207031,307.3438720703125,339.18975830078125,35102351,0,0
2014-09-24,339.15863037109375,339.30755615234375,327.88226318359375,331.25,23972840,0,0
2014-09-25,331.2116394042969,331.4446716308594,321.2269592285156,322.6766052246094,21022658,0,0
2014-09-26,322.5628967285156,325.3394775390625,314.1020812988281,318.8968505859375,16922252,0,0
2014-09-27,318.2116394042969,320.6300048828125,313.33544921875,315.0291748046875,11850891,0,0
2014-09-28,314.99053955078125,316.2095947265625,295.2145080566406,297.5787048339844,18629822,0,0
2014-09-29,297.37908935546875,303.2679748535156,293.33331298828125,295.89959716796875,25610923,0,0
2014-09-30,296.3890075683594,309.5621337890625,294.32769775390625,306.41748046875,27484400,0,0
2014-10-01,306.7999572753906,310.22430419921875,301.8948669433594,303.94976806640625,20782347,0,0
2014-10-02,304.24530029296875,304.6925354003906,294.3768310546875,296.054931640625,17189755,0,0
2014-10-03,296.1409606933594,299.35406494140625,285.9440612792969,287.2648620605469,24691330,0,0
2014-10-04,287.5685119628906,291.2401123046875,260.39630126953125,262.7774658203125,37743907,0,0
2014-10-05,262.8174133300781,273.1130676269531,231.15940856933594,256.1620788574219,66582558,0,0
2014-10-06,256.06536865234375,274.5696105957031,241.699951171875,261.0765075683594,62494503,0,0
2014-10-07,261.4759216308594,268.81695556640625,254.4315643310547,265.50860595703125,38856342,0,0
2014-10-08,265.4525451660156,278.1070556640625,258.97418212890625,277.032958984375,42964129,0,0
2014-10-09,276.88226318359375,301.691650390625,272.7812805175781,287.716552734375,65926621,0,0
2014-10-10,287.4493713378906,295.2818298339844,279.7519226074219,286.3630676269531,34583954,0,0
2014-10-11,286.20465087890625,290.8213195800781,281.9190368652344,286.94677734375,10569618,0,0
2014-10-12,287.1899108886719,300.04193115234375,282.0719299316406,299.5086669921875,13887808,0,0
2014-10-13,299.01177978515625,311.9167785644531,290.8823547363281,306.92926025390625,27689780,0,0
2014-10-14,307.9339599609375,323.814697265625,307.71722412109375,317.118896484375,30449727,0,0
2014-10-15,317.1861267089844,318.09173583984375,304.1511535644531,307.9352722167969,19709126,0,0
2014-10-16,307.7363586425781,310.76678466796875,291.3471374511719,298.8018493652344,21080997,0,0
2014-10-17,298.95806884765625,302.1697998046875,292.81512451171875,300.8215026855469,10661362,0,0
2014-10-18,300.9924011230469,309.7577819824219,297.0690612792969,306.8448486328125,8949440,0,0
2014-10-19,306.697509765625,308.8022155761719,302.9372253417969,305.6221618652344,4640334,0,0
2014-10-20,305.375,305.9002685546875,296.2964172363281,299.21453857421875,12832356,0,0
2014-10-21,298.8831481933594,308.417236328125,297.712646484375,304.0237731933594,11161816,0,0
2014-10-22,303.742919921875,305.4842529296875,301.244384765625,303.1073303222656,9209161,0,0
2014-10-23,302.9523010253906,304.65069580078125,281.9100036621094,283.3559875488281,20916199,0,0
2014-10-24,283.4935607910156,287.2703552246094,279.2041931152344,282.82952880859375,12301263,0,0
2014-10-25,283.0394592285156,284.0260314941406,270.62115478515625,274.08917236328125,14307419,0,0
2014-10-26,274.2596740722656,283.52093505859375,271.4530334472656,279.8453674316406,8893491,0,0
2014-10-27,279.9029541015625,282.0764465332031,275.61376953125,277.90032958984375,10260589,0,0
2014-10-28,278.0782470703125,283.2735290527344,277.5251770019531,280.77099609375,6159912,0,0
2014-10-29,280.35565185546875,280.9839172363281,265.365966796875,265.6883850097656,14403214,0,0
2014-10-30,265.7818298339844,278.21533203125,265.69818115234375,273.877685546875,23935517,0,0
2014-10-31,273.6429138183594,276.11663818359375,268.9176025390625,270.1381530761719,10017087,0,0
2014-11-01,270.40081787109375,271.9011535644531,256.351806640625,260.09979248046875,13316193,0,0
2014-11-02,260.360107421875,262.73553466796875,256.00927734375,260.6927490234375,6882345,0,0
2014-11-03,260.4343566894531,267.6083679199219,260.19744873046875,262.23199462890625,10366264,0,0
2014-11-04,261.9173889160156,265.0743103027344,259.7499084472656,263.31927490234375,12473508,0,0
2014-11-05,263.471435546875,275.09130859375,263.4504699707031,272.0894470214844,15882985,0,0
2014-11-06,272.0670166015625,285.2019958496094,270.50115966796875,282.1861572265625,15185814,0,0
2014-11-07,282.6127014160156,284.96685791015625,274.89422607421875,274.98797607421875,13519274,0,0
2014-11-08,274.7783508300781,278.69580078125,274.7783508300781,277.4558410644531,6854698,0,0
2014-11-09,277.36590576171875,291.7176208496094,276.46563720703125,291.5441589355469,19426645,0,0
2014-11-10,290.7424011230469,301.78424072265625,286.6220397949219,295.3110656738281,24507123,0,0
2014-11-11,294.4523010253906,298.9132080078125,292.626708984375,294.7927551269531,12698549,0,0
2014-11-12,295.0252380371094,345.4046936035156,295.0962219238281,340.7844543457031,36835787,0,0
2014-11-13,343.7710266113281,367.29046630859375,321.3096618652344,337.3436279296875,47261867,0,0
2014-11-14,335.4850769042969,336.2085266113281,308.893798828125,317.7206115722656,23631659,0,0
2014-11-15,319.18377685546875,323.8782958984375,296.30859375,300.4017333984375,12560898,0,0
2014-11-16,299.2812194824219,312.1148681640625,299.1789855957031,309.78515625,9508506,0,0
2014-11-17,310.15814208984375,328.34307861328125,303.19012451171875,311.2210693359375,33353792,0,0
2014-11-18,311.5239562988281,314.90411376953125,296.4193420410156,299.3919677734375,25712177,0,0
2014-11-19,298.35302734375,308.6415710449219,298.47210693359375,303.52130126953125,15099537,0,0
2014-11-20,303.3235168457031,304.718017578125,284.3782958984375,285.3133544921875,20118960,0,0
2014-11-21,285.3444519042969,285.25347900390625,274.36773681640625,283.21600341796875,24095980,0,0
2014-11-22,283.8262939453125,294.5116271972656,283.240234375,284.88861083984375,12328867,0,0
2014-11-23,285.09442138671875,299.8665771484375,285.09442138671875,297.1247253417969,12247676,0,0
2014-11-24,296.6195068359375,311.2362365722656,295.7962341308594,303.1456604003906,24877423,0,0
2014-11-25,303.1335754394531,317.38580322265625,300.4039611816406,300.7837219238281,20388012,0,0
2014-11-26,301.3214416503906,302.9582214355469,292.5592041015625,294.6017150878906,14876599,0,0
2014-11-27,296.3067932128906,299.0261535644531,295.5714416503906,296.709228515625,7021454,0,0
2014-11-28,296.47161865234375,307.376953125,287.89251708984375,302.26995849609375,18425004,0,0
2014-11-29,302.0330810546875,311.22613525390625,298.8156433105469,301.5023193359375,12345913,0,0
2014-11-30,301.517578125,307.15191650390625,299.7502746582031,304.01849365234375,7394001,0,0
2014-12-01,304.1809387207031,308.23651123046875,302.73992919921875,304.1746826171875,9434552,0,0
2014-12-02,304.1787109375,308.8363342285156,303.212158203125,307.8348388671875,9981513,0,0
2014-12-03,308.16339111328125,309.291015625,303.3352355957031,304.5643005371094,10834159,0,0
2014-12-04,305.1392822265625,307.74951171875,296.86712646484375,298.4528503417969,11732558,0,0
2014-12-05,298.322021484375,308.66259765625,295.29791259765625,306.75946044921875,12357998,0,0
2014-12-06,306.68048095703125,308.0569763183594,301.94952392578125,305.0752868652344,5705592,0,0
2014-12-07,305.1168212890625,306.3269348144531,303.8461608886719,305.1289367675781,5280770,0,0
2014-12-08,305.023193359375,305.96337890625,293.8817443847656,293.9004211425781,15347328,0,0
2014-12-09,293.8890686035156,295.05645751953125,278.2087097167969,284.3456726074219,26572616,0,0
2014-12-10,284.3343811035156,284.5707702636719,277.55828857421875,277.55828857421875,13164276,0,0
2014-12-11,275.9355773925781,290.40985107421875,271.924072265625,282.8258056640625,26169047,0,0
2014-12-12,283.08966064453125,283.4977111816406,281.7998962402344,282.9389953613281,13635474,0,0
2014-12-13,282.809814453125,282.809814453125,278.1605224609375,278.7929382324219,9370706,0,0
2014-12-14,278.2720642089844,283.1511535644531,277.22149658203125,282.1407165527344,9961646,0,0
2014-12-15,281.92327880859375,282.35552978515625,277.2112731933594,277.6308288574219,13879090,0,0
2014-12-16,277.89453125,277.9770202636719,261.4822692871094,261.4822692871094,24676127,0,0
2014-12-17,261.3167724609375,266.9923400878906,253.95004272460938,259.2007751464844,30451406,0,0
2014-12-18,259.20806884765625,262.1762390136719,247.08193969726562,253.41470336914062,31879069,0,0
2014-12-19,253.2381134033203,260.5373840332031,249.75088500976562,259.95172119140625,19484011,0,0
2014-12-20,259.7685241699219,270.1603088378906,258.48040771484375,269.8584899902344,17057905,0,0
2014-12-21,269.5207214355469,269.591064453125,260.8186950683594,262.4697265625,12440772,0,0
2014-12-22,262.6537780761719,272.6817932128906,261.8065185546875,271.57025146484375,18259635,0,0
2014-12-23,271.67742919921875,276.3699645996094,269.5028381347656,274.84759521484375,13615543,0,0
2014-12-24,274.6940002441406,274.8961181640625,263.4073791503906,264.5890197753906,12380886,0,0
2014-12-25,264.38555908203125,264.6788635253906,259.3976745605469,261.33203125,8096699,0,0
2014-12-26,261.4499816894531,272.12744140625,259.169189453125,269.34210205078125,13478850,0,0
2014-12-27,269.06201171875,270.15277099609375,256.7803039550781,259.43572998046875,12472444,0,0
2014-12-28,259.6796875,262.856689453125,255.50555419921875,260.7158203125,9596154,0,0
2014-12-29,261.0954895019531,262.9018249511719,257.0216369628906,257.2780456542969,10123015,0,0
2014-12-30,257.318359375,259.40093994140625,254.46041870117188,255.56130981445312,10303726,0,0
2014-12-31,255.70687866210938,264.7098083496094,256.45751953125,264.7098083496094,11526868,0,0
2015-01-01,264.9098815917969,264.9098815917969,259.8717041015625,260.0107421875,6649470,0,0
2015-01-02,259.8701171875,263.1772155761719,259.8963928222656,262.5485534667969,6551088,0,0
2015-01-03,262.3935546875,262.6468811035156,234.2545166015625,234.2545166015625,27547629,0,0
2015-01-04,234.307861328125,239.3782958984375,214.69454956054688,221.15771484375,46567135,0,0
2015-01-05,221.9019012451172,232.7460479736328,221.62362670898438,229.9355010986328,36829019,0,0
2015-01-06,230.05026245117188,242.35398864746094,228.94468688964844,241.102783203125,19583572,0,0
2015-01-07,241.0084228515625,252.51795959472656,238.52293395996094,248.7214813232422,21013013,0,0
2015-01-08,248.55079650878906,248.46681213378906,239.37477111816406,240.30955505371094,16947248,0,0
2015-01-09,239.4902801513672,245.83180236816406,237.63912963867188,245.19418334960938,15804289,0,0
2015-01-10,242.57261657714844,243.26832580566406,231.3120574951172,232.0128173828125,12887791,0,0
2015-01-11,231.85411071777344,236.10098266601562,223.6238555908203,223.84564208984375,15336030,0,0
2015-01-12,224.25514221191406,229.94003295898438,224.8029327392578,226.35110473632812,15958330,0,0
2015-01-13,226.01133728027344,226.85354614257812,186.7249755859375,191.8140106201172,61863188,0,0
2015-01-14,190.14352416992188,190.11123657226562,145.4830780029297,151.1525115966797,82864045,0,0
2015-01-15,150.12899780273438,195.73358154296875,150.1544952392578,180.37132263183594,70288382,0,0
2015-01-16,179.70603942871094,191.01025390625,173.11178588867188,179.90576171875,33216046,0,0
2015-01-17,179.6783905029297,183.04747009277344,168.4749755859375,172.26593017578125,20290222,0,0
2015-01-18,172.94891357421875,189.0680389404297,168.1559600830078,181.9698944091797,26027425,0,0
2015-01-19,182.94920349121094,186.68963623046875,179.12388610839844,185.3208465576172,16093065,0,0
2015-01-20,183.635498046875,185.77679443359375,176.9170379638672,183.0518035888672,20834286,0,0
2015-01-21,183.10638427734375,196.14913940429688,182.22068786621094,195.3987274169922,25770410,0,0
2015-01-22,195.7647247314453,204.30911254882812,195.28590393066406,205.69842529296875,29562528,0,0
2015-01-23,205.79624938964844,209.3279266357422,198.14869689941406,207.7978057861328,21969930,0,0
2015-01-24,207.63807678222656,221.4776611328125,205.24850463867188,221.15374755859375,22113411,0,0
2015-01-25,220.71205139160156,228.99183654785156,217.642333984375,227.71316528320312,30140639,0,0
2015-01-26,228.0371551513672,275.3016662597656,227.38409423828125,243.1087188720703,94936439,0,0
2015-01-27,242.83668518066406,245.0017852783203,222.01329040527344,231.76901245117188,39056122,0,0
2015-01-28,231.65992736816406,234.7292022705078,201.2997589111328,207.31631469726562,39308872,0,0
2015-01-29,206.8137969970703,211.61878967285156,195.25123596191406,206.0287628173828,28421916,0,0
2015-01-30,205.37498474121094,214.15431213378906,200.10543823242188,200.62466430664062,23573631,0,0
2015-01-31,200.6388397216797,206.89703369140625,191.66136169433594,192.68475341796875,20687755,0,0
2015-02-01,192.15577697753906,204.71534729003906,187.85662841796875,200.73582458496094,25761475,0,0
2015-02-02,200.3104248046875,213.53936767578125,196.9387969970703,210.11553955078125,26999559,0,0
2015-02-03,209.43199157714844,216.75949096679688,195.49159240722656,198.41802978515625,35606513,0,0
2015-02-04,198.6301727294922,201.469482421875,192.9096221923828,200.47100830078125,23501502,0,0
2015-02-05,201.18858337402344,209.91232299804688,187.92666625976562,189.28594970703125,19630689,0,0
2015-02-06,189.12205505371094,203.07461547851562,189.0966339111328,196.3480682373047,21585954,0,0
2015-02-07,196.67225646972656,203.4443359375,196.6492919921875,201.19610595703125,19084982,0,0
2015-02-08,201.14222717285156,202.68374633789062,195.29769897460938,197.5,15156648,0,0
2015-02-09,197.47967529296875,197.54542541503906,191.8993682861328,194.39195251464844,24544114,0,0
2015-02-10,194.54385375976562,196.09849548339844,190.03794860839844,194.23838806152344,18656211,0,0
2015-02-11,194.1438446044922,197.23316955566406,192.98583984375,193.8146514892578,15210806,0,0
2015-02-12,193.83499145507812,194.82595825195312,192.10275268554688,194.5127716064453,13337602,0,0
2015-02-13,194.69256591796875,210.66111755371094,194.12351989746094,206.82333374023438,37551085,0,0
2015-02-14,206.9120635986328,228.24212646484375,206.9120635986328,226.0572967529297,43690152,0,0
2015-02-15,226.22067260742188,233.34005737304688,199.47784423828125,206.0410614013672,49620426,0,0
2015-02-16,206.0410614013672,210.0508575439453,200.755615234375,206.35633850097656,24844423,0,0
2015-02-17,205.9848175048828,215.19569396972656,204.8804931640625,213.65550231933594,23998509,0,0
2015-02-18,213.80459594726562,214.18011474609375,203.75338745117188,207.3398895263672,22109844,0,0
2015-02-19,207.41358947753906,213.61972045898438,206.2796630859375,211.4794921875,16080356,0,0
2015-02-20,211.4513397216797,218.5187530517578,210.4652557373047,214.2547149658203,20984971,0,0
2015-02-21,214.23097229003906,224.39796447753906,213.7317657470703,214.9182586669922,10796449,0,0
2015-02-22,214.92706298828125,216.55123901367188,205.27650451660156,207.37939453125,17160559,0,0
2015-02-23,207.39520263671875,211.7923583984375,205.7005157470703,210.81185913085938,14472291,0,0
2015-02-24,210.9053955078125,211.77700805664062,208.7066192626953,210.5432586669922,12523503,0,0
2015-02-25,210.67994689941406,210.9465789794922,207.29624938964844,209.00369262695312,10118113,0,0
2015-02-26,208.8866424560547,209.21493530273438,206.1758575439453,211.07579040527344,12159093,0,0
2015-02-27,211.08473205566406,228.9296417236328,211.02821350097656,226.7536163330078,39319189,0,0
2015-02-28,226.4784698486328,227.5254669189453,222.86849975585938,227.1422119140625,12461408,0,0
2015-03-01,227.16009521484375,234.4203643798828,219.7007293701172,233.15591430664062,22592921,0,0
2015-03-02,233.2947998046875,247.182861328125,231.23533630371094,246.6845703125,36210917,0,0
2015-03-03,246.12615966796875,255.72296142578125,240.2230682373047,251.9245147705078,45127258,0,0
2015-03-04,252.18206787109375,256.49761962890625,242.10023498535156,246.53968811035156,37359393,0,0
2015-03-05,246.22100830078125,255.38760375976562,240.41497802734375,250.38804626464844,37445512,0,0
2015-03-06,249.864013671875,251.7758026123047,246.25172424316406,251.51986694335938,26670571,0,0
2015-03-07,251.12423706054688,256.251953125,249.1312255859375,254.7827911376953,16440007,0,0
2015-03-08,254.9414520263672,256.2556457519531,251.37416076660156,253.00074768066406,20350332,0,0
2015-03-09,253.423095703125,269.72076416015625,252.62220764160156,267.3130798339844,54622669,0,0
2015-03-10,267.5484619140625,279.0328369140625,267.4880065917969,272.49462890625,63295788,0,0
2015-03-11,272.275146484375,281.7002868652344,272.087646484375,280.9812316894531,32199374,0,0
2015-03-12,280.7423400878906,280.1131591796875,274.9276123046875,277.01300048828125,30665537,0,0
2015-03-13,276.7908935546875,277.540283203125,271.95672607421875,271.95672607421875,29948056,0,0
2015-03-14,271.10369873046875,272.91461181640625,267.80023193359375,268.6666259765625,21551944,0,0
2015-03-15,268.2281494140625,273.2230224609375,267.8193054199219,273.19757080078125,11418582,0,0
2015-03-16,272.5221862792969,278.1463928222656,272.3922424316406,274.92242431640625,20355818,0,0
2015-03-17,274.92431640625,276.0504150390625,268.3786315917969,269.4714660644531,20289948,0,0
2015-03-18,269.05804443359375,269.31195068359375,230.6776123046875,236.28561401367188,52556467,0,0
2015-03-19,235.8993377685547,248.53648376464844,229.15760803222656,244.6352996826172,49439340,0,0
2015-03-20,244.66152954101562,247.7993927001953,242.41136169433594,241.9121856689453,17057948,0,0
2015-03-21,241.81517028808594,242.32533264160156,236.27540588378906,240.31884765625,15831885,0,0
2015-03-22,240.21902465820312,249.02789306640625,239.9168243408203,247.53810119628906,17032887,0,0
2015-03-23,247.47804260253906,254.40090942382812,238.90562438964844,243.7539825439453,20846112,0,0
2015-03-24,243.60504150390625,244.17283630371094,223.79010009765625,225.27517700195312,36758118,0,0
2015-03-25,226.99688720703125,226.82505798339844,216.41046142578125,224.59132385253906,32719303,0,0
2015-03-26,224.6633758544922,234.08245849609375,223.1277313232422,228.36717224121094,23642378,0,0
2015-03-27,228.39840698242188,236.34364318847656,225.44175720214844,226.90274047851562,15867457,0,0
2015-03-28,226.85313415527344,233.49407958984375,226.85313415527344,232.2017059326172,14733995,0,0
2015-03-29,232.1484375,232.5149383544922,221.3084716796875,223.04080200195312,19940636,0,0
2015-03-30,223.19334411621094,230.54481506347656,219.96690368652344,228.59808349609375,21250092,0,0
2015-03-31,228.53158569335938,229.943603515625,226.03500366210938,227.3966522216797,21109870,0,0
2015-04-01,227.39572143554688,229.92848205566406,224.12640380859375,229.61463928222656,21243570,0,0
2015-04-02,229.4447021484375,233.79364013671875,226.73318481445312,232.77670288085938,24172049,0,0
2015-04-03,232.84019470214844,235.2039337158203,231.50643920898438,231.70736694335938,21088375,0,0
2015-04-04,231.6791229248047,232.56011962890625,228.77186584472656,231.137939453125,11382562,0,0
2015-04-05,231.1962432861328,236.76202392578125,229.53900146484375,237.03656005859375,17872658,0,0
2015-04-06,237.14845275878906,238.4534149169922,231.85336303710938,233.6888427734375,18324522,0,0
2015-04-07,233.48944091796875,233.9323272705078,230.513671875,233.9925994873047,17067837,0,0
2015-04-08,233.88539123535156,233.5084228515625,226.4604949951172,227.2509765625,27904285,0,0
2015-04-09,226.9996337890625,228.62796020507812,222.82203674316406,228.5033721923828,20295855,0,0
2015-04-10,228.52024841308594,228.56312561035156,219.61599731445312,222.66741943359375,27242030,0,0
2015-04-11,222.61460876464844,225.9356689453125,220.87814331054688,223.1201629638672,15435955,0,0
2015-04-12,223.10414123535156,224.22938537597656,220.2367401123047,222.65982055664062,11680087,0,0
2015-04-13,222.46841430664062,223.67129516601562,210.084228515625,212.45578002929688,29497493,0,0
2015-04-14,212.6184844970703,212.44192504882812,203.06298828125,205.87974548339844,29797088,0,0
2015-04-15,205.79896545410156,209.6796112060547,205.6905059814453,209.6796112060547,21135363,0,0
2015-04-16,209.75831604003906,213.44981384277344,209.66012573242188,212.48768615722656,23059775,0,0
2015-04-17,212.48953247070312,212.34323120117188,205.99777221679688,206.2767333984375,18907728,0,0
2015-04-18,206.2498779296875,207.6038818359375,204.42018127441406,206.7154083251953,11975012,0,0
2015-04-19,206.80795288085938,209.48912048339844,205.5203399658203,205.99667358398438,13901073,0,0
2015-04-20,206.0077667236328,210.8729248046875,205.40113830566406,209.01275634765625,17088211,0,0
2015-04-21,209.0071563720703,219.11985778808594,208.55508422851562,219.11985778808594,23263481,0,0
2015-04-22,219.4300079345703,221.76454162597656,217.83541870117188,218.3866424560547,22239952,0,0
2015-04-23,218.2719268798828,218.65464782714844,217.92262268066406,218.7032928466797,15756567,0,0
