Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-08 10:00:00-05:00,172.05999755859375,172.41000366210938,171.42999267578125,171.99989318847656,3853808,0,0
2022-02-08 10:30:00-05:00,172.00999450683594,172.82000732421875,171.6300048828125,172.6699981689453,4226099,0,0
2022-02-08 11:00:00-05:00,172.6750030517578,173.67999267578125,172.6699981689453,173.66000366210938,4547810,0,0
2022-02-08 11:30:00-05:00,173.66879272460938,174.1999969482422,173.65240478515625,173.875,4821636,0,0
2022-02-08 12:00:00-05:00,173.8800048828125,174.80999755859375,173.69000244140625,174.8000030517578,5223992,0,0
2022-02-08 12:30:00-05:00,174.80999755859375,175.27789306640625,174.5800018310547,174.64999389648438,4865190,0,0
2022-02-08 13:00:00-05:00,174.64999389648438,174.7949981689453,174.22000122070312,174.32989501953125,3324670,0,0
2022-02-08 13:30:00-05:00,174.32989501953125,174.6699981689453,174.12100219726562,174.585205078125,3437471,0,0
2022-02-08 14:00:00-05:00,174.5850067138672,174.80999755859375,173.96499633789062,174.05999755859375,3393413,0,0
2022-02-08 14:30:00-05:00,174.07000732421875,174.3470001220703,173.72999572753906,173.94000244140625,3369570,0,0
2022-02-08 15:00:00-05:00,173.9416046142578,175.0,173.63499450683594,174.3498992919922,4804349,0,0
2022-02-08 15:30:00-05:00,174.35000610351562,175.35000610351562,174.2100067138672,174.82000732421875,9334998,0,0
2022-02-09 09:30:00-05:00,176.0500030517578,176.64999389648438,175.08050537109375,175.24000549316406,11855370,0,0
2022-02-09 10:00:00-05:00,175.25,175.90989685058594,175.17999267578125,175.67999267578125,5694250,0,0
2022-02-09 10:30:00-05:00,175.72000122070312,176.16990661621094,175.3699951171875,175.78379821777344,4115808,0,0
2022-02-09 11:00:00-05:00,175.7845001220703,175.97999572753906,175.1999969482422,175.4499969482422,4060834,0,0
2022-02-09 11:30:00-05:00,175.44000244140625,175.80990600585938,175.22000122070312,175.4248046875,3261927,0,0
2022-02-09 12:00:00-05:00,175.42999267578125,175.7050018310547,175.25,175.5612030029297,2750503,0,0
2022-02-09 12:30:00-05:00,175.57000732421875,175.8800048828125,175.42999267578125,175.81500244140625,2696193,0,0
2022-02-09 13:00:00-05:00,175.82000732421875,175.9199981689453,175.57000732421875,175.6199951171875,2305679,0,0
2022-02-09 13:30:00-05:00,175.6199951171875,175.8300018310547,175.43499755859375,175.60000610351562,2459042,0,0
2022-02-09 14:00:00-05:00,175.60910034179688,176.0500030517578,175.58999633789062,175.91009521484375,2700293,0,0
2022-02-09 14:30:00-05:00,175.9199981689453,176.1199951171875,175.6199951171875,175.6699981689453,2930286,0,0
2022-02-09 15:00:00-05:00,175.6699981689453,175.67999267578125,174.89999389648438,175.59800720214844,4249070,0,0
2022-02-09 15:30:00-05:00,175.59100341796875,176.3300018310547,175.5050048828125,176.27999877929688,9117572,0,0
2022-02-10 09:30:00-05:00,174.13999938964844,175.389892578125,173.75,175.0800018310547,12986057,0,0
2022-02-10 10:00:00-05:00,175.08999633789062,175.47999572753906,174.77000427246094,174.9199981689453,5637929,0,0
2022-02-10 10:30:00-05:00,174.9499969482422,175.22000122070312,174.27999877929688,174.40499877929688,5831882,0,0
2022-02-10 11:00:00-05:00,174.4149932861328,174.47000122070312,173.7899932861328,174.39999389648438,5809511,0,0
