,Date,Open,High,Low,Close,Adj Close,Volume
0,2000-01-04,445.0,446.0,439.0,441.899994,441.899994,177.0
1,2000-01-05,436.0,439.0,433.0,438.100006,438.100006,319.0
2,2000-01-06,434.5,437.0,430.200012,435.299988,435.299988,180.0
3,2000-01-07,437.0,444.5,436.5,443.899994,443.899994,102.0
4,2000-01-10,443.899994,456.0,443.899994,451.950012,451.950012,143.0
5,2000-01-11,452.0,452.0,447.5,449.399994,449.399994,133.0
6,2000-01-12,453.0,453.0,448.25,452.25,452.25,103.0
7,2000-01-13,445.0,448.100006,441.200012,447.0,447.0,241.0
8,2000-01-14,439.0,443.100006,436.200012,441.0,441.0,274.0
10,2000-01-18,438.0,440.0,436.5,438.700012,438.700012,131.0
11,2000-01-19,443.0,445.0,438.600006,442.75,442.75,264.0
12,2000-01-20,442.0,451.799988,442.0,451.700012,451.700012,201.0
13,2000-01-21,452.0,458.0,448.100006,457.100006,457.100006,216.0
14,2000-01-24,460.0,470.5,460.0,470.25,470.25,212.0
15,2000-01-25,477.0,482.0,475.200012,479.0,479.0,265.0
16,2000-01-26,474.0,480.0,468.0,472.0,472.0,413.0
17,2000-01-27,479.0,483.200012,476.0,483.0,483.0,213.0
18,2000-01-28,492.0,492.0,483.0,485.899994,485.899994,442.0
19,2000-01-31,485.799988,488.5,483.5,484.700012,484.700012,80.0
20,2000-02-01,485.0,499.5,481.100006,492.549988,492.549988,221.0
21,2000-02-02,502.0,506.0,492.5,502.25,502.25,404.0
22,2000-02-03,510.0,517.0,495.100006,514.049988,514.049988,201.0
23,2000-02-04,516.0,530.0,509.0,530.0,530.0,432.0
24,2000-02-07,535.0,544.0,529.0,540.900024,540.900024,546.0
25,2000-02-08,570.0,580.0,536.599976,579.799988,579.799988,616.0
26,2000-02-09,578.0,598.0,570.0,590.150024,590.150024,403.0
27,2000-02-10,576.0,589.0,571.0,580.0,580.0,344.0
28,2000-02-11,593.0,600.0,570.200012,598.849976,598.849976,433.0
29,2000-02-14,602.0,609.0,570.099976,605.5,605.5,257.0
30,2000-02-15,655.0,662.0,605.400024,658.349976,658.349976,1017.0
31,2000-02-16,670.0,720.0,659.0,711.150024,711.150024,744.0
32,2000-02-17,730.0,747.0,695.0,705.549988,705.549988,472.0
33,2000-02-18,700.0,720.0,662.0,701.25,701.25,0.0
35,2000-02-22,745.0,835.0,720.799988,816.799988,816.799988,1229.0
36,2000-02-23,780.0,816.0,710.0,720.0,720.0,438.0
37,2000-02-24,690.0,720.0,690.0,697.400024,697.400024,377.0
38,2000-02-25,685.0,700.0,665.0,689.0,689.0,311.0
39,2000-02-28,700.0,725.0,700.0,721.200012,721.200012,237.0
40,2000-02-29,725.0,725.0,710.0,712.0,712.0,170.0
41,2000-03-01,700.0,700.0,690.0,690.900024,690.900024,162.0
42,2000-03-02,667.0,675.0,667.0,665.400024,665.400024,16.0
43,2000-03-03,652.0,652.0,652.0,655.0,655.0,28.0
44,2000-03-06,654.0,654.0,649.0,660.0,660.0,6.0
45,2000-03-07,645.0,645.0,645.0,665.5,665.5,4.0
46,2000-03-08,645.0,645.0,645.0,704.700012,704.700012,0.0
47,2000-03-09,720.0,720.0,720.0,694.5,694.5,7.0
48,2000-03-10,720.0,720.0,720.0,707.5,707.5,0.0
49,2000-03-13,707.5,720.0,720.0,692.5,692.5,0.0
50,2000-03-14,692.5,720.0,720.0,697.5,697.5,0.0
51,2000-03-15,697.5,720.0,720.0,706.0,706.0,20.0
52,2000-03-16,706.0,720.0,720.0,720.0,720.0,0.0
53,2000-03-17,720.0,720.0,720.0,718.5,718.5,10.0
54,2000-03-20,711.0,711.0,711.0,686.900024,686.900024,2.0
55,2000-03-21,695.0,695.0,660.0,663.5,663.5,3.0
56,2000-03-22,695.0,695.0,660.0,660.549988,660.549988,0.0
57,2000-03-23,660.549988,695.0,660.0,650.5,650.5,138.0
58,2000-03-24,630.0,638.0,615.099976,618.0,618.0,193.0
59,2000-03-27,610.0,620.0,605.0,614.75,614.75,83.0
60,2000-03-28,616.5,622.0,615.0,615.549988,615.549988,115.0
61,2000-03-29,620.0,620.0,607.0,610.0,610.0,0.0
62,2000-03-30,610.0,610.0,595.0,602.799988,602.799988,76.0
63,2000-03-31,600.0,600.0,555.0,595.5,595.5,212.0
64,2000-04-03,585.0,588.0,578.0,582.0,582.0,58.0
65,2000-04-04,582.0,598.0,582.0,595.0,595.0,47.0
66,2000-04-05,595.0,599.0,590.0,595.700012,595.700012,72.0
67,2000-04-06,590.0,595.0,585.0,586.0,586.0,55.0
